scen,evict,check,file,sndwindow,rs,iter,bandwidth,byteerror,packeterror,packetssent,packetsrecv
tsc00/idle,11,berger,genesis.txt,10,0,72,1,0,14.500655163882602,0.9859806831753332,0.9686338635350081,6727,1563
tsc00/idle,11,berger,genesis.txt,10,0,72,2,0,63.98949915911235,0.9901582314550059,0.8995094395718746,6727,1011
tsc00/idle,11,berger,genesis.txt,10,0,72,2,1,12.046580109757729,0.9967640106445714,0.9759179426192954,6727,324
tsc00/idle,11,berger,genesis.txt,10,0,72,2,2,71.75273756817899,0.9855049481399256,0.8462910658540211,6727,1515
tsc00/idle,11,berger,genesis.txt,10,0,72,2,3,59.69262751503452,0.9878737121703924,0.8804816411476141,6727,1209
tsc00/idle,11,berger,genesis.txt,10,0,72,2,4,14.255078838298148,0.9970117893088462,0.9716069570387988,6727,318
tsc00/idle,11,berger,genesis.txt,10,0,72,2,5,62.80365520978552,0.9857874158171989,0.8656161736286606,6727,1389
tsc00/idle,11,berger,genesis.txt,10,0,72,2,6,60.53483524768282,0.9872988656692749,0.8782518210197711,6727,1265
tsc00/idle,11,berger,genesis.txt,10,0,72,2,7,57.23832496342283,0.9885030699776504,0.8852385907536792,6727,1179
tsc00/idle,11,berger,genesis.txt,10,0,72,2,8,67.47232324604714,0.9862879287190338,0.8621971160993014,6727,1353
tsc00/idle,11,berger,genesis.txt,10,0,72,2,9,66.2677215952448,0.9863622623183163,0.8610078786977851,6727,1409
tsc00/idle,11,berger,genesis.txt,10,0,72,3,0,7.590365885112812,0.9987660622519116,0.9846885684554779,6727,111
tsc00/idle,11,berger,genesis.txt,10,0,72,3,1,16.466702287851557,0.9974924799175393,0.9664040434071651,6727,239
tsc00/idle,11,berger,genesis.txt,10,0,72,3,2,13.848976906831009,0.9979335259399483,0.9702690649620931,6727,207
tsc00/idle,11,berger,genesis.txt,10,0,72,3,3,16.62181415228748,0.9976015025298202,0.9646201873048907,6727,249
tsc00/idle,11,berger,genesis.txt,10,0,72,3,4,19.51615619384203,0.9968631221102813,0.9580793815965513,6727,286
tsc00/idle,11,berger,genesis.txt,10,0,72,3,5,15.328735483363815,0.9975023910641102,0.9671473167831128,6727,231
tsc00/idle,11,berger,genesis.txt,10,0,72,3,6,14.909950831836559,0.9978344144742385,0.9680392448342501,6727,226
tsc00/idle,11,berger,genesis.txt,10,0,72,3,7,16.769066985812394,0.9976163692496767,0.9641742232793221,6727,249
tsc00/idle,11,berger,genesis.txt,10,0,72,3,8,17.193304202183903,0.9974478797579698,0.963579604578564,6727,262
tsc00/idle,11,berger,genesis.txt,10,0,72,3,9,16.293985092737046,0.9974875243442538,0.9650661513304594,6727,248
tsc00/idle,11,berger,genesis.txt,10,0,74,1,0,6.350767213652101,0.991010590060111,0.9861751152073732,6727,969
tsc00/idle,11,berger,genesis.txt,10,0,74,2,0,63.42572404297957,0.9848409013196692,0.8717110153114316,6727,1509
tsc00/idle,11,berger,genesis.txt,10,0,74,2,1,67.96587835494833,0.9834533407997305,0.854318418314256,6727,1667
tsc00/idle,11,berger,genesis.txt,10,0,74,2,2,60.05115468732624,0.986159083813611,0.8795897130964769,6727,1467
tsc00/idle,11,berger,genesis.txt,10,0,74,2,3,10.661276379097849,0.996099963824315,0.9790396907982756,6727,365
tsc00/idle,11,berger,genesis.txt,10,0,74,2,4,67.9867818896163,0.9827843384061885,0.854318418314256,6727,1732
tsc00/idle,11,berger,genesis.txt,10,0,74,2,5,61.23030187962788,0.9862780175724629,0.8785491303701501,6727,1455
tsc00/idle,11,berger,genesis.txt,10,0,74,2,6,66.0565300100358,0.9848012567333853,0.8688865764828304,6727,1560
tsc00/idle,11,berger,genesis.txt,10,0,74,2,7,66.59275720246079,0.9848359457463837,0.8666567563549874,6727,1574
tsc00/idle,11,berger,genesis.txt,10,0,74,2,8,64.73103889680854,0.9846377228149639,0.8676973390813141,6727,1560
tsc00/idle,11,berger,genesis.txt,10,0,74,2,9,65.21817721702035,0.9848557680395257,0.8659134829790397,6727,1554
tsc00/idle,11,berger,genesis.txt,10,0,74,3,0,22.749300697544783,0.9966450768857196,0.9551062880927605,6727,325
tsc00/idle,11,berger,genesis.txt,10,0,74,3,1,3.685910294471636,0.9993904644858841,0.9927159209157128,6727,53
tsc00/idle,11,berger,genesis.txt,10,0,74,3,2,24.527401670364693,0.9959612077723211,0.9475248996580943,6727,385
tsc00/idle,11,berger,genesis.txt,10,0,74,3,3,24.553210181952693,0.996218897583167,0.9473762449829047,6727,385
tsc00/idle,11,berger,genesis.txt,10,0,74,3,4,12.416904465716696,0.997769992021527,0.9732421584658838,6727,206
tsc00/idle,11,berger,genesis.txt,10,0,74,3,5,22.052213648962468,0.996719410485002,0.953322431990486,6727,339
tsc00/idle,11,berger,genesis.txt,10,0,74,3,6,25.76399341897994,0.9957580292676158,0.9452950795302513,6727,392
tsc00/idle,11,berger,genesis.txt,10,0,74,3,7,16.239624684229522,0.997239745679979,0.9652148060056489,6727,260
tsc00/idle,11,berger,genesis.txt,10,0,74,3,8,19.43885122659848,0.9970316116019882,0.9585253456221198,6727,303
tsc00/idle,11,berger,genesis.txt,10,0,74,3,9,21.52820240663613,0.9963774759283027,0.9537683960160547,6727,333
tsc00/idle,11,berger,genesis.txt,10,0,76,1,0,2.251704130626133,0.9950394711412189,0.9950943957187454,6727,578
tsc00/idle,11,berger,genesis.txt,10,0,76,2,0,62.03634295758265,0.9829082277383259,0.8691838858332095,6727,1727
tsc00/idle,11,berger,genesis.txt,10,0,76,2,1,56.70946611857518,0.9826554935007656,0.8782518210197711,6727,1796
tsc00/idle,11,berger,genesis.txt,10,0,76,2,2,56.628398256907126,0.9837903197831441,0.8858332094544373,6727,1673
tsc00/idle,11,berger,genesis.txt,10,0,76,2,3,59.866206999852636,0.9832204288553121,0.8772112382934443,6727,1729
tsc00/idle,11,berger,genesis.txt,10,0,76,2,4,55.66932119833143,0.9842710103918372,0.8908874684108815,6727,1646
