config,sndwindow,iter,bandwidth,byteerror,packeterror
002/002,190,3,52.43169942710187,0.8977852919840826,0.7057289856080095
002/002,190,4,172.87880834095355,0.8980761520259387,0.028401585204755664
002/002,190,5,169.22184991933437,0.9017993923226855,0.047208510046582774
002/002,190,6,171.36026401446728,0.8982267966691311,0.02923590349718419
002/002,190,7,171.24873006212974,0.900346250918353,0.035493290690398416
002/002,190,8,173.06688157904506,0.8977540042504966,0.02753250365014248
002/002,190,9,171.46535436746507,0.8980668815863576,0.029548772856844874
002/002,200,0,75.66090102796046,0.90064638139979,0.552666342209553
002/002,200,1,165.61971440822703,0.8964943832724188,0.023847597858583036
002/002,200,2,162.75117859560123,0.898568644128683,0.03535423764166035
002/002,200,3,163.10961684655126,0.8957457952762475,0.023395675450184283
002/002,200,4,164.79249156767855,0.8964642543437803,0.023395675450184283
002/002,200,5,164.8104175185499,0.891980838001386,0.024334283529166334
002/002,200,6,162.26575684774426,0.9003705858222533,0.0345894458736008
002/002,200,7,165.1390745650267,0.8960494021725275,0.025933393589654408
002/002,200,8,63.432978670145566,0.8946484069908385,0.625599666272683
002/002,200,9,164.20670129487797,0.8970668329165499,0.027914899534172255
002/002,210,0,156.2643273855155,0.8972534005131189,0.024473336577904514
002/002,210,1,158.34428936251328,0.8935324778262673,0.018181186122505744
002/002,210,2,83.74854867148481,0.9008248373617256,0.4791072794271014
002/002,210,3,72.64977854366549,0.89264483323638,0.5491900159911006
002/002,210,4,158.16309942497358,0.8943992639270972,0.01915455746367234
002/002,210,5,157.4960514129156,0.8949589667168043,0.021066536883821207
002/002,210,6,157.86436264761318,0.8930562089927899,0.017694500451922446
002/002,210,7,156.75174526766912,0.8936889164941979,0.023743308072029512
002/002,210,8,155.00058906309283,0.896860565635871,0.031912674685392495
002/002,210,9,157.28702017631664,0.8914350408710505,0.019815059445178362
002/002,220,0,150.2056631765386,0.8965511647148529,0.022005144962803258
002/002,220,1,151.29182038896016,0.8940099054646924,0.01745115761663074
002/002,220,2,149.67346142561365,0.8931558662182864,0.019328373774594954
002/002,220,3,28.526393293161053,0.8924258191012773,0.8134603351178474
002/002,220,4,151.55776922631017,0.89041181610229,0.01536536188555937
002/002,220,5,150.526996459673,0.8927514432915623,0.01866787179308904
002/002,220,6,151.30092636670454,0.8854787834402138,0.014809149690606982
002/002,220,7,151.2941341471444,0.8910642232878078,0.017485920878815286
002/002,220,8,151.291321402029,0.8902843475580503,0.017033998470416423
002/002,220,9,151.76133962328808,0.890718899413413,0.014670096641868913
002/002,230,0,144.87887916951544,0.8846351734383365,0.012410484599874816
002/002,230,1,142.10270900984486,0.8972962762961812,0.025829103803100883
002/002,230,2,145.06603613701472,0.8837892458265639,0.01407912118473198
002/002,230,3,144.81730645625333,0.8857789139216509,0.013105749843565273
002/002,230,4,79.21904161304893,0.9041100493882669,0.46141277897517907
002/002,230,5,145.01379158585326,0.892094400886254,0.014913439477160506
002/002,230,6,145.56457121979602,0.886287629293662,0.011089480636862992
002/002,230,7,144.9001845327965,0.8857302441138503,0.015122019050267665
002/002,230,8,145.25496690209695,0.8815330525935213,0.01286240700827368
002/002,230,9,145.4861172719617,0.8884267832269936,0.011854272404922428
002/002,240,0,138.8191765965344,0.8886701322659967,0.010985190850309356
002/002,240,1,70.0485691638973,0.8784541078476589,0.5030244038100535
002/002,240,2,133.08097035251444,0.8914918223134846,0.05447403184314814
002/002,240,3,26.359615168886542,0.8911128930956084,0.8129388861850796
002/002,240,4,138.9802837758329,0.8907351226826798,0.010776611277202308
002/002,240,5,138.75195257857416,0.8891394482697883,0.010950427588124922
002/002,240,6,139.3519888968237,0.8877326590633612,0.012097615240214132
002/002,240,7,136.59600318972034,0.8992986912456922,0.029965932003059192
002/002,240,8,138.3691758630892,0.878450631432816,0.013140513105749818
002/002,240,9,138.74633446027192,0.8910491588234886,0.01394006813599391
002/002,250,0,48.20032331496816,0.8839074439312227,0.6444761176388792
002/002,250,1,132.76622116223567,0.8863073289777718,0.010985190850309356
002/002,250,2,133.9098865197318,0.8848495523536487,0.011228533685601061
002/002,250,3,62.81843048493194,0.864379262953701,0.533546548008065
002/002,250,4,133.9650435209812,0.8901962783820302,0.010985190850309356
002/002,250,5,133.99107888235395,0.8902148192611923,0.011298060209970151
002/002,250,6,133.88128040779603,0.8903306997559557,0.014531043593130732
002/002,250,7,49.59042159632627,0.8774830293015419,0.6341166655078913
002/002,250,8,131.09656376543865,0.8890965724867259,0.010741848015017763
002/002,250,9,134.51119390344493,0.8697734999849356,0.010776611277202308
002/002,260,0,17.968772846187935,0.8701130298345922,0.8611555308350136
002/002,260,1,129.40190447615112,0.8822352883917873,0.008482235973023666
002/002,260,2,128.75019145767948,0.8897026274743383,0.012306194813321292
002/002,260,3,117.50308749295571,0.9077683966079462,0.09153166933185009
002/002,260,4,127.65815456988177,0.8904199277369235,0.015817284293958123
002/002,260,5,127.41867216031463,0.8803336894727206,0.014531043593130732
002/002,260,6,128.9311738118376,0.8821912538037773,0.009455607314190373
002/002,260,7,33.28987118273748,0.8774760764718561,0.7423694639504972
002/002,260,8,125.92782162619794,0.8990750418907989,0.0341027602030175
002/002,260,9,128.79420616408527,0.8852354344012108,0.012028088715845042
002/002,270,0,123.39555204260162,0.867908982824193,0.00865605228394628
002/002,270,1,61.25709918387655,0.8815121941044639,0.510359452130988
002/002,270,2,124.79141626894756,0.8772304098229577,0.008621289021761847
002/002,270,3,124.16657218647298,0.8595296642478545,0.00886463185705344
002/002,270,4,123.4500555197514,0.8883688429796119,0.01136758673433913
002/002,270,5,124.68987949853376,0.8784239789190204,0.009247027741083214
002/002,270,6,57.58142299159872,0.8895948586142084,0.5417159146214281
002/002,270,7,123.59490457278594,0.8854892126847425,0.009386080789821283
002/002,270,8,124.4278372148665,0.8851577944697193,0.007474101369672526
002/002,270,9,54.29304840447452,0.8817798780473673,0.5691788917472016
002/002,280,0,119.19632469248533,0.8909958537958974,0.013453382465410502
002/002,280,1,119.39427244333437,0.865726953107799,0.009316554265452304
002/002,280,2,119.63562218391081,0.8286475123934189,0.007960787040255823
002/002,280,3,120.14032915354568,0.8699032861390705,0.007022178961273773
002/002,280,4,119.79494656989556,0.867526577191474,0.007613154418410595
002/002,280,5,120.07577266405488,0.8817949425116866,0.007960787040255823
002/002,280,6,119.6321011128194,0.8582433907559812,0.00771744420496423
002/002,280,7,120.29705162969925,0.8849978793869459,0.008621289021761847
002/002,280,8,120.30729050471103,0.8589073859909753,0.007056942223458207
002/002,280,9,119.88818666125823,0.8621056876464439,0.007474101369672526
002/002,290,0,115.89354266253699,0.8015558115226928,0.006987415699089228
002/002,290,1,80.11535043733777,0.8553880953650119,0.3173885837446986
002/002,290,2,115.96790996770638,0.8280507278453876,0.007300285058749911
002/002,290,3,115.9540064532549,0.8526834446172351,0.006952652436904683
002/002,290,4,116.59626263364284,0.7875852590740221,0.006987415699089228
002/002,290,5,116.118486293865,0.8744342134843179,0.006778836125982068
002/002,290,6,116.3007302423883,0.8855170240034856,0.008134603351178438
002/002,290,7,116.07338373446825,0.7973945429557406,0.0074045748453034355
002/002,290,8,60.11427454398104,0.7900314963184767,0.4868594868942502
002/002,290,9,115.71654714484076,0.8901105268159053,0.011228533685601061
002/002,300,0,111.6386114235507,0.8761990734195639,0.007786970729333209
002/002,300,1,111.52535313370022,0.8146224961122094,0.00650073002850593
002/002,300,2,110.82340030041526,0.8891858004676937,0.010741848015017763
002/002,300,3,37.04636166806638,0.734129586839684,0.6719390947646526
002/002,300,4,112.6635580323052,0.8432542487583405,0.007230758534380821
002/002,300,5,112.71238360792454,0.678671499655835,0.006778836125982068
002/002,300,6,29.111821099612758,0.8369630966976377,0.7416741987068066
002/002,300,7,112.5208051098557,0.8443145552854252,0.00636167697976775
002/002,300,8,36.96746409762725,0.8785213185346217,0.6712090662587777
002/002,300,9,112.51492964619443,0.6839846203407349,0.006083570882291611
002/002,310,0,108.30636603318074,0.8774216126393173,0.005735938260446383
002/002,310,1,108.17723107021489,0.8807763529627166,0.006605019815059454
002/002,310,2,108.5495501486837,0.7825548867963447,0.007022178961273773
002/002,310,3,47.020024759483185,0.8669541275473429,0.5687269693388027
002/002,310,4,108.74875578730126,0.8151416407287493,0.00643120350413684
002/002,310,5,108.50042075026417,0.815711772762985,0.00643120350413684
002/002,310,6,108.33971424382138,0.850141026562127,0.005944517833553542
002/002,310,7,33.78263590076021,0.8128657478115968,0.6923798929291525
002/002,310,8,38.29345965934959,0.8351924427376535,0.6494125008690815
002/002,310,9,108.69541801723874,0.878368356281534,0.006048807620107066
002/002,320,0,105.40890225499481,0.858857557378227,0.007891260515886844
002/002,320,1,105.3149913139618,0.7621019794706115,0.005701174998261838
002/002,320,2,105.5157757569241,0.8152934441768893,0.00615309740666059
002/002,320,3,104.67189639749402,0.8426667346498903,0.005979281095737976
002/002,320,4,51.42529231735071,0.8988154695825289,0.5140095946603629
002/002,320,5,105.31027788942495,0.8553649192660593,0.006883125912535593
002/002,320,6,105.27883384956613,0.7202563740066145,0.006326913717583205
002/002,320,7,54.13046844056516,0.8678382957223874,0.4883195439060002
002/002,320,8,104.94891095404488,0.8824786374307904,0.008516999235208211
002/002,320,9,4.997981844729364,0.8046405502932935,0.9529653062643398
002/002,330,0,101.93778342772612,0.8735315044301113,0.005388305638601154
002/002,330,1,102.35241928294231,0.8777704129285551,0.0062226239310296805
002/002,330,2,54.700803021166884,0.8792108074784636,0.46746158659528614
002/002,330,3,101.85369645908844,0.8748282071665133,0.005284015852047519
002/002,330,4,50.791403986665784,0.8808354520150459,0.5048668567058332
002/002,330,5,102.29682282143072,0.8536359822841899,0.005805464784815362
002/002,330,6,102.26933128318836,0.8706507153302941,0.005457832162970133
002/002,330,7,54.225274449130715,0.822473399632427,0.47239796982548843
002/002,330,8,101.37820680704878,0.8800613703100266,0.006465966766321385
002/002,330,9,101.87809905943602,0.814705930068439,0.006118334144476156
002/002,340,0,99.15934017625632,0.8670190206244105,0.005457832162970133
002/002,340,1,98.97047811674683,0.7671114932592316,0.006014044357922521
002/002,340,2,98.43476369323626,0.7284132020330074,0.005805464784815362
002/002,340,3,99.27755541385663,0.8574449741470616,0.005735938260446383
002/002,340,4,98.7352767502771,0.878741491474672,0.006605019815059454
002/002,340,5,99.43548342185036,0.8685509607651821,0.006883125912535593
002/002,340,6,99.38997166145083,0.7863569258295305,0.005840228046999907
002/002,340,7,98.77867441052719,0.8323047008081506,0.006083570882291611
002/002,340,8,99.07036279251994,0.879816862466076,0.006083570882291611
002/002,340,9,99.46518706857489,0.8038004167062591,0.005979281095737976
002/002,350,0,95.9345966046996,0.8743183329895545,0.005874991309184452
002/002,350,1,31.651372757384035,0.87759659218641,0.6723910171730515
002/002,350,2,96.15195865911097,0.8826339172937733,0.006709309601612978
002/002,350,3,34.75781372890322,0.8734469116689341,0.6420426892859625
002/002,350,4,96.43821871826582,0.8758213030066353,0.0056316484738927475
002/002,350,5,93.11514163271663,0.8574716266608572,0.007161232010011842
002/002,350,6,42.0865777161139,0.8489775863947029,0.5675102551623444
002/002,350,7,41.78885260605721,0.8004503116026505,0.5681012306194813
002/002,350,8,96.09984111978201,0.8761851677601923,0.00865605228394628
002/002,350,9,96.50044931819086,0.8772616975565439,0.0062573871932142255
002/002,50,0,2.9571374303082325,0.99954458965558,0.9954807759160119
002/002,50,1,3.2302250620856947,0.9995527012902135,0.9951331432941667
002/002,50,2,3.1447816136631963,0.9995156195318892,0.9952374330807203
002/002,50,3,2.9103075301342867,0.9995179371417844,0.9955850657025656
002/002,50,4,3.3084844497454053,0.9995017138725175,0.9949245637210595
002/002,50,5,3.274855612157998,0.9994820141884078,0.9950983800319823
002/002,50,6,3.1338544732532,0.9994889670180935,0.9952374330807203
002/002,50,7,3.4909578901315457,0.9994565204795598,0.9946464576235834
002/002,50,8,2.908327286746901,0.9994831729933554,0.9954807759160119
002/002,50,9,2.7806098804337753,0.9995955770732758,0.9958631718000417
002/002,60,0,10.347421956875634,0.9985781463292536,0.9810192588472503
002/002,60,1,9.807840397830525,0.9986893916042264,0.982201209761524
002/002,60,2,9.926683535042526,0.9986418806013734,0.9818883404018633
002/002,60,3,9.911315770302862,0.9986835975794882,0.9820273934506014
002/002,60,4,9.785004369103387,0.9987589199010845,0.9822359730237086
002/002,60,5,9.937224112540022,0.9987519670713986,0.9819926301884169
002/002,60,6,9.603196437432668,0.9986835975794882,0.9826878954321073
002/002,60,7,9.876984912382198,0.9986963444339122,0.9819578669262323
002/002,60,8,10.048798442627284,0.9986638978953785,0.9817145240909407
002/002,60,9,10.219192579774061,0.9987172029229696,0.9817840506153097
002/002,70,0,30.78257713762902,0.9962941417774678,0.9345407773065424
002/002,70,1,30.653694946715515,0.9963277471209491,0.9347841201418341
002/002,70,2,30.53677932405567,0.9963068886318917,0.9354793853855246
002/002,70,3,31.430620944402758,0.9961516087689088,0.9337412222762984
002/002,70,4,34.020760565816715,0.9959221653892774,0.9261628311200722
002/002,70,5,29.620275342938985,0.9964123398821264,0.9377042341653341
002/002,70,6,25.380557780879542,0.9969778366965716,0.9462907599249113
002/002,70,7,30.523097023942864,0.9962813949230438,0.9358965445317389
002/002,70,8,30.155991283474616,0.9964841857888797,0.936835152610721
002/002,70,9,28.747376788115986,0.9964413100058171,0.9394423972745602
002/002,80,0,83.67825390902073,0.9853689287311781,0.7957658346659251
002/002,80,1,76.69104915775252,0.9876923326511835,0.8149203921295974
002/002,80,2,81.83184307375879,0.98642575884342,0.8036918584439964
002/002,80,3,75.57609205304185,0.9877131911402409,0.8186400611833414
002/002,80,4,86.89108614577097,0.9852495718215718,0.7900646596676633
002/002,80,5,85.42509809511517,0.9857826220974834,0.7944448307029132
002/002,80,6,80.92918696140876,0.9861928390489456,0.8047695195717166
002/002,80,7,78.33527847862196,0.9873748200955319,0.8125564903010498
002/002,80,8,80.34678009892842,0.9867525418386527,0.8069943683515262
002/002,80,9,81.10513132691754,0.9867571770584431,0.8060905235347284
002/002,90,0,147.6019166753743,0.9596110123551783,0.5989710074393382
002/002,90,1,146.35094143618818,0.9607547528384928,0.6019954112493917
002/002,90,2,144.90524203511018,0.9622727873198927,0.6092261697837725
002/002,90,3,146.6966779567648,0.9611684462047979,0.6050198150594452
002/002,90,4,145.521777362334,0.9616991788708141,0.6074532434123618
002/002,90,5,144.74027741994036,0.9617455310687194,0.6100604880762011
002/002,90,6,145.18014813106905,0.9618602527585352,0.6089133004241118
002/002,90,7,144.85325260847225,0.9619390514949743,0.6096433289299867
002/002,90,8,147.37525306145255,0.9607026066158492,0.6026906764930822
002/002,90,9,145.30302522265524,0.961927463445498,0.6083223249669749
