config,sndwindow,iter,bandwidth,byteerror,packeterror
first,180,5,170.43518682369347,0.9343436095404697,0.04073138100193252
first,180,6,170.59523694660052,0.930106594381371,0.036271740746246506
first,180,7,169.08199886666526,0.9243184847839122,0.04192061840344874
first,180,8,170.61896152771703,0.9347697888430223,0.037609632822952266
first,180,9,170.14550817795583,0.9346706773773124,0.042515237104206904
first,190,0,162.905052533606,0.919536356563409,0.03210940984093946
first,190,1,163.26949350174903,0.9307359521886289,0.030028244388285996
first,190,2,163.20028778008805,0.9281491429336003,0.028839006986769777
first,190,3,163.26612328043782,0.9350126119340116,0.030176899063475537
first,190,4,162.99953751917297,0.9268111381465165,0.02898766166195932
first,190,5,161.93473081869618,0.9300719053683726,0.02794707893563253
first,190,6,162.64893713281958,0.9324852695584088,0.02913631633714875
first,190,7,160.62318639517042,0.9342048534884758,0.04192061840344874
first,190,8,162.4625730765617,0.924566263448187,0.03181210049056038
first,190,9,162.13690677376385,0.934076008583053,0.030176899063475537
first,200,0,155.59520548921142,0.9259340016749837,0.026014568158168605
first,200,1,155.70306066510196,0.9352405683051443,0.024676676081462734
first,200,2,154.66327483152327,0.9343237872473277,0.026311877508547687
first,200,3,155.79337279570217,0.9331988721115202,0.026311877508547687
first,200,4,156.0303893637227,0.9300818165149436,0.02304147465437789
first,200,5,156.29923541004737,0.9297993488376703,0.02423071205589411
first,200,6,156.2393384820696,0.9312810652500334,0.02423071205589411
first,200,7,155.77234738949443,0.9320491791092853,0.028393042961201154
first,200,8,155.15666342174558,0.9342990093809003,0.02541994945741044
first,200,9,154.74078532309247,0.9330006491801004,0.02794707893563253
first,210,0,148.82014322279193,0.915636320387724,0.022446855953619727
first,210,1,149.34407699557264,0.9265683150555272,0.023190129329567433
first,210,2,149.72043713466218,0.9341305198891934,0.01917645309944993
first,210,3,149.67967824453115,0.9083615388046166,0.017095287646796464
first,210,4,148.29405662885665,0.9284216994643025,0.01887914374907096
first,210,5,149.18461756947445,0.9187038202514458,0.02140627322729305
first,210,6,149.65819925272862,0.9168207024029575,0.018135870373123253
first,210,7,148.58406265505783,0.93229695777356,0.023636093355136056
first,210,8,147.88402606045173,0.92899654596542,0.01887914374907096
first,210,9,149.70487595266226,0.9329015377143905,0.018581834398691877
first,220,0,142.59266044368388,0.9307954190680549,0.0165006689460383
first,220,1,143.24610497655422,0.9124994424980054,0.014568158168574374
first,220,2,142.92992310581693,0.932926315580818,0.015757395570090704
first,220,3,142.77155543010048,0.9330848939259538,0.017541251672365088
first,220,4,143.40170367976359,0.8992036393730208,0.015014122194142998
first,220,5,143.0259459996587,0.9296209481993924,0.015757395570090704
first,220,6,141.93121578733448,0.9329907380335294,0.02408205738070457
first,220,7,143.2750477223052,0.9038569226881011,0.01516277686933254
first,220,8,142.50596564221982,0.9288181453271421,0.01902779842426039
first,220,9,142.68550412087316,0.9096499878588454,0.018433179723502335
first,230,0,137.1031650323532,0.8990500166011706,0.01412219414300575
first,230,1,137.42516391846164,0.9095062762335661,0.010554481938456983
first,230,2,137.6142989663398,0.9049273265177682,0.012041028690352285
first,230,3,137.2944204871831,0.9265435371890998,0.013676230117437238
first,230,4,137.30620081634453,0.927827030670043,0.012041028690352285
first,230,5,137.29787792940402,0.9035744550108279,0.013230266091868614
first,230,6,137.63922223574045,0.9198237798139678,0.013378920767058156
first,230,7,136.78849721834496,0.9275247406996279,0.014716812843763916
first,230,8,137.72557396031408,0.9082277383259082,0.013378920767058156
first,230,9,137.78439913176763,0.9329312711541035,0.01516277686933254
first,240,0,132.03050366751398,0.8959973834573053,0.010405827263267442
first,240,1,131.77139260191802,0.9321928907345647,0.012486992715920908
first,240,2,131.22313850717654,0.9321582017215662,0.011000445964025607
first,240,3,129.57165829025672,0.9283622325848766,0.032555373866508086
first,240,4,132.21134749519373,0.9174946603697849,0.010405827263267442
first,240,5,131.70356007473498,0.9027072296858663,0.011149100639215148
first,240,6,131.64580716396884,0.8418676564598375,0.01278430206629999
first,240,7,131.49370268594265,0.9265237148959578,0.013378920767058156
first,240,8,130.5944580280336,0.9308053302146259,0.022595510628809268
first,240,9,132.00825995676573,0.9323118244934165,0.01263564739111045
first,250,0,126.65269763466314,0.9026428072331547,0.009513899212130195
first,250,1,127.18750916175809,0.9322176686009921,0.011149100639215148
first,250,2,126.80855003382955,0.8804170610477073,0.009067935186561571
first,250,3,127.39336420421677,0.9315684885005922,0.009216589861751112
first,250,4,126.81220507032502,0.8943868221395193,0.012338338040731367
first,250,5,125.95232907309072,0.9280698537610323,0.017541251672365088
first,250,6,122.07981312844103,0.9288577899134262,0.05113720826519996
first,250,7,126.525938578238,0.9064685098095573,0.011149100639215148
first,250,8,127.33010724711622,0.8801692823834325,0.008176007135424435
first,250,9,127.1183207077773,0.9010917127947946,0.009513899212130195
first,260,0,122.3729357963431,0.9043574355899362,0.006986769733908105
first,260,1,122.91559170230794,0.926816093719802,0.007284079084287187
first,260,2,122.9262387203811,0.9321334238551386,0.009811208562509277
first,260,3,122.2727041810936,0.9256317117045685,0.01010851791288836
first,260,4,122.50929282731403,0.7754183742746279,0.007878697785045352
first,260,5,122.32172438479348,0.9010966683680801,0.0102571725880779
first,260,6,122.2394098339791,0.8524032052648011,0.01010851791288836
first,260,7,122.28233469426667,0.8209848706347593,0.008473316485803517
first,260,8,122.32971575089155,0.8866908168271447,0.009216589861751112
first,260,9,122.55227800571348,0.9308994861070503,0.0087706258361826
first,270,0,118.15865013444277,0.8804071499011363,0.007284079084287187
first,270,1,117.59945595937079,0.8336265380860585,0.007730043109855811
first,270,2,99.763386247629,0.9432785081742181,0.1615876319310242
first,270,3,118.13623405125433,0.7680494367990961,0.008027352460234893
first,270,4,118.04462876638333,0.9320789125489982,0.005946187007581427
first,270,5,118.57882682184872,0.835782212465249,0.005648877657202345
first,270,6,118.48678245720076,0.7242719023950286,0.009216589861751112
first,270,7,118.03801204108134,0.9111663932842071,0.009067935186561571
first,270,8,118.53503131929342,0.9319401564970043,0.007730043109855811
first,270,9,103.74787892442987,0.9394825390375285,0.1238293444328824
first,280,0,114.102824165981,0.7307389255326002,0.007730043109855811
first,280,1,114.01240818801362,0.8880189104676575,0.008621971160993058
first,280,2,114.25016067497162,0.8114899922197499,0.00639215103314994
first,280,3,113.37833717450145,0.8502078862993265,0.010554481938456983
first,280,4,113.4915591789595,0.9314247768753128,0.010554481938456983
first,280,5,114.73628403299182,0.7805523481984014,0.006986769733908105
first,280,6,114.40993895279911,0.7520231127938035,0.007730043109855811
first,280,7,114.18829003905525,0.9297101485185314,0.008027352460234893
first,280,8,114.2268908568898,0.7755868637663348,0.006986769733908105
first,280,9,113.41332666531936,0.9078461591829251,0.015608740894901163
first,290,0,110.46302265343971,0.9315040660478807,0.007432733759476728
first,290,1,110.30885048909802,0.774798927613941,0.005648877657202345
first,290,2,109.75945746635425,0.921885298300734,0.011000445964025607
first,290,3,109.8055844546454,0.8778302517926786,0.0068381150587185635
first,290,4,109.95695687939848,0.9313851322890289,0.008473316485803517
first,290,5,110.0712406905434,0.77763847110653,0.008621971160993058
first,290,6,110.41182398239582,0.7513541104002617,0.006986769733908105
first,290,7,109.96991217921317,0.8334630041676372,0.009513899212130195
first,290,8,109.93032917093524,0.8383888440134197,0.007284079084287187
first,290,9,110.35053072092046,0.8976475893613752,0.0068381150587185635
first,300,0,106.18133314612658,0.9181438404701848,0.010703136613646524
first,300,1,105.63653248912705,0.5262025937470576,0.007432733759476728
first,300,2,107.16796534069708,0.826941469723925,0.005202913631633721
first,300,3,106.7808706542762,0.90514537174233,0.008027352460234893
first,300,4,106.79377723950293,0.7805523481984014,0.007284079084287187
first,300,5,106.6769374849174,0.7473301848924393,0.007730043109855811
first,300,6,106.81972518973294,0.9184609971604565,0.006986769733908105
first,300,7,106.34950900943845,0.6458549107253473,0.00505425895644418
first,300,8,106.87981127125278,0.810360121510657,0.0068381150587185635
first,300,9,106.69115712068118,0.8867552392798561,0.00758138843466627
first,310,0,103.37755612615747,0.8538105880778818,0.0049056042812546385
first,310,1,103.49678923150499,0.7614387020362451,0.005946187007581427
first,310,2,103.67090885398892,0.7374190383214483,0.006540805708339481
first,310,3,103.2155229231484,0.7290738529086738,0.005946187007581427
first,310,4,101.09384528689317,0.9342890982343293,0.02660918685892666
first,310,5,103.51181443745935,0.6851080067197574,0.00624349635796051
first,310,6,102.81802091186206,0.7899580262942718,0.005202913631633721
first,310,7,102.34196251831666,0.9175987274087802,0.013676230117437238
first,310,8,103.56965427204813,0.8763683576734574,0.00624349635796051
first,310,9,103.2775172154971,0.9300322607820886,0.007284079084287187
first,320,0,99.99735535936426,0.8391173132863875,0.006986769733908105
first,320,1,99.83911235503405,0.8822952233229101,0.008027352460234893
first,320,2,99.06055939731986,0.5574970390449618,0.006094841682770968
first,320,3,100.00284141466558,0.7789814314668992,0.005946187007581427
first,320,4,99.16436467501148,0.7745808823893792,0.005648877657202345
first,320,5,100.46080182519549,0.6397843334506153,0.00505425895644418
first,320,6,99.33907312179656,0.8931082842318614,0.0034190575293593373
first,320,7,99.3826454614714,0.9170139697610918,0.005202913631633721
first,320,8,99.24151937682126,0.8436962630021854,0.006540805708339481
first,320,9,99.48183753531404,0.9160724108368477,0.005946187007581427
first,330,0,95.76609038984935,0.8681321948729639,0.009662553887319736
first,330,1,92.50377065190382,0.9357212589138375,0.04816411476140925
first,330,2,97.11362381187688,0.9027865188584341,0.006689460383529022
first,330,3,96.68741878271275,0.8678794606354037,0.005648877657202345
first,330,4,96.71381634225914,0.7976986317662159,0.00758138843466627
first,330,5,97.26682878613133,0.906845133379255,0.00624349635796051
first,330,6,96.2366824968722,0.772098140173346,0.008621971160993058
first,330,7,97.22560652162433,0.7122496816044164,0.0055002229820128035
first,330,8,96.80694399734313,0.9250816430698785,0.012041028690352285
first,330,9,97.58867123661899,0.7523353139107898,0.005202913631633721
first,340,0,90.64938961569466,0.7971138741185274,0.005946187007581427
first,340,1,94.05635109483323,0.8593707413042078,0.008324661810613976
first,340,2,94.1904113255049,0.9031730535747028,0.011149100639215148
first,340,3,93.97204941129138,0.8676911488505548,0.006986769733908105
first,340,4,94.49161644826846,0.713176373808804,0.006094841682770968
first,340,5,94.64879013478179,0.634952649497257,0.006094841682770968
first,340,6,94.4905481186686,0.9046696367069225,0.006094841682770968
first,340,7,94.79298353147493,0.8104443662565104,0.0068381150587185635
first,340,8,94.74956647514891,0.7877230627425134,0.006094841682770968
first,340,9,94.34702877372837,0.8550346146793992,0.0055002229820128035
first,350,0,91.89376215866936,0.929526792306968,0.00639215103314994
first,350,1,90.83681628202798,0.8387208674235479,0.009216589861751112
first,350,2,91.38379415116357,0.9308846193871938,0.006986769733908105
first,350,3,91.61613438312534,0.9127273988691382,0.006540805708339481
first,350,4,92.0717519628632,0.6966792703413894,0.0049056042812546385
first,350,5,91.8327730781173,0.8563775750397684,0.0049056042812546385
first,350,6,91.8702160943873,0.7852601428196221,0.005648877657202345
first,350,7,91.61785630649938,0.888613579261917,0.0055002229820128035
first,350,8,91.71008957187794,0.911875040264033,0.005351568306823262
first,350,9,91.56174218032854,0.8665216335551779,0.006540805708339481
first,50,0,0.09054444374020988,0.9997274434692978,0.9998513453248105
first,50,1,0,0.9998612439480061,1
first,50,2,0,0.9998265549350076,1
first,50,3,0,0.9998562883747206,1
first,50,4,0.09056931873758446,0.9996085097104459,0.9998513453248105
first,50,5,0,0.9998067326418657,1
first,50,6,0,0.9998265549350076,1
first,50,7,0.09092727636436378,0.9998265549350076,0.9998513453248105
first,50,8,0.09055510278004167,0.9996828433097282,0.9998513453248105
first,50,9,0.09059475456371074,0.9998017770685802,0.9998513453248105
first,60,0,0.07616126894828903,0.9996283320035878,0.9998513453248105
first,60,1,0.1545997284198104,0.9998067326418657,0.9997026906496209
first,60,2,0.2250090003600144,0.9996431987234443,0.9995540359744314
first,60,3,0.153321714954489,0.9998017770685802,0.9997026906496209
first,60,4,0.15190719483110451,0.9995886874173039,0.9997026906496209
first,60,5,0.22600686056381178,0.9995738206974474,0.9995540359744314
first,60,6,0,0.9997769992021527,1
first,60,7,0.30271917498934175,0.9995985985638749,0.9994053812992418
first,60,8,0.22898257951420076,0.9996778877364428,0.9995540359744314
first,60,9,0.07749414919173601,0.9997224878960123,0.9998513453248105
first,70,0,3.0740519492977647,0.998969240756617,0.9930132302660919
first,70,1,1.3294542811751489,0.9995837318440184,0.9970269064962093
first,70,2,2.677865806266206,0.9992071082743207,0.993905158317229
first,70,3,2.2471712080087425,0.9993557754728856,0.9949457410435558
first,70,4,2.1078980304327777,0.9993260420331727,0.9952430503939349
first,70,5,1.4511873350923483,0.9993855089125986,0.9967295971458302
first,70,6,1.7962478378498248,0.999420197925597,0.9959863237698826
first,70,7,2.391703446488957,0.999330997606458,0.9946484316931767
first,70,8,1.8419638843509818,0.9992318861407482,0.9958376690946931
first,70,9,1.9048328016587373,0.9993656866194566,0.9956890144195035
first,80,0,32.13200510697086,0.9943605576011061,0.9179426192953768
first,80,1,32.29053740126994,0.9942218015491122,0.9173480005946187
first,80,2,36.754404441447065,0.9930225528140223,0.905752935929835
first,80,3,36.69310991306408,0.9930968864133047,0.9048610078786978
first,80,4,37.38882821032923,0.9936122660349963,0.9050096625538873
first,80,5,34.66999622520979,0.9933446650775795,0.9112531589118478
first,80,6,33.39730618256035,0.9936568661945657,0.914374907090828
first,80,7,35.99886197146025,0.9936667773411367,0.9078341013824884
first,80,8,37.57022540190612,0.9932108645988711,0.9042663891779397
first,80,9,37.16726039081586,0.9932207757454421,0.9045636985283187
first,90,0,117.9698406335955,0.9768822506231634,0.661661959268619
first,90,1,115.33100014444656,0.9780071657589708,0.6716218225063177
first,90,2,116.6283519582173,0.9771300292874381,0.6671621822506317
first,90,3,115.35018190035413,0.9774620526975664,0.6686487290025271
first,90,4,117.69404734734528,0.9762330705227634,0.6627025419949457
first,90,5,116.40449827289176,0.9773034743524305,0.6668648729002526
first,90,6,114.51519502191276,0.977199407313435,0.6687973836777167
first,90,7,115.11357563489459,0.9774422304044244,0.668054110301769
first,90,8,115.34614262493227,0.9780616770651113,0.6708785491303701
first,90,9,105.92436000788855,0.9797564831287507,0.6965958079381597
